Date,BTC,BTC_VOL,SP_500
3/15/2020,5392,33997889638,5392
3/16/2020,5014,45368026429,5014
3/17/2020,5226,38622642935,5226
3/18/2020,5238,37878801016,5238
3/19/2020,6191,51000731797,6191
3/20/2020,6199,54442976102,6199
3/21/2020,6185,42494390879,6185
3/22/2020,5830,40099664740,5830
3/23/2020,6416,46491915999,6416
3/24/2020,6735,48221910672,6735
3/25/2020,6681,44590107887,6681
3/26/2020,6716,35319797641,6716
3/27/2020,6470,34585598366,6470
3/28/2020,6242,34885225901,6242
3/29/2020,5922,28373690930,5922
3/30/2020,6430,37101651525,6430
3/31/2020,6439,32786468812,6439
4/1/2020,6607,40346426265,6607
4/2/2020,6794,47660646124,6794
4/3/2020,6733,38976504902,6733
4/4/2020,6868,33185988583,6868
4/5/2020,6791,29510409856,6791
4/6/2020,7272,46896904614,7272
4/7/2020,7176,44243482667,7176
4/8/2020,7334,37563249548,7334
4/9/2020,7302,34815139177,7302
4/10/2020,6865,43622840991,6865
4/11/2020,6859,31222085946,6859
4/12/2020,6971,35759567632,6971
4/13/2020,6845,38619308647,6845
4/14/2020,6842,34110434051,6842
4/15/2020,6642,32288311030,6642
4/16/2020,7117,46783242376,7117
4/17/2020,7096,32513423567,7096
4/18/2020,7258,32447188385,7258
4/19/2020,7189,31311210215,7189
4/20/2020,6882,37747113935,6882
4/21/2020,6880,32589741510,6880
4/22/2020,7117,33249153865,7117
4/23/2020,7430,43500782316,7430
4/24/2020,7551,34636526285,7551
4/25/2020,7570,32941541446,7570
4/26/2020,7680,33070154490,7680
4/27/2020,7796,36162144724,7796
4/28/2020,7807,33187959920,7807
4/29/2020,8801,60201052202,8801
4/30/2020,8659,66964629541,8659
5/1/2020,8865,44068389996,8865
5/2/2020,8989,40134388683,8989
5/3/2020,8897,47101785174,8897
5/4/2020,8913,45718796275,8913
5/5/2020,9003,43148462663,9003
5/6/2020,9269,49371886931,9269
5/7/2020,9952,61112700562,9952
5/8/2020,9843,51780748041,9843
5/9/2020,9594,46566121841,9594
5/10/2020,8756,63325279336,8756
5/11/2020,8602,57119858801,8602
5/12/2020,8804,42142717533,8804
5/13/2020,9270,45558144023,9270
5/14/2020,9734,56426907637,9734
5/15/2020,9328,48158802327,9328
5/16/2020,9377,36164766407,9377
5/17/2020,9671,40084250662,9671
5/18/2020,9727,41827139895,9727
5/19/2020,9729,39254288954,9729
5/20/2020,9523,36546239702,9523
5/21/2020,9082,39326160532,9082
5/22/2020,9183,29810773699,9183
5/23/2020,9209,27727866811,9209
5/24/2020,8790,32518803299,8790
5/25/2020,8907,31288157264,8907
5/26/2020,8835,29584186947,8835
5/27/2020,9181,32740536902,9181
5/28/2020,9526,34367073114,9526
5/29/2020,9439,32896642044,9439
5/30/2020,9700,32722975141,9700
5/31/2020,9461,27773290298,9461
6/1/2020,10167,35198901068,10167
6/2/2020,9530,39137252108,9530
6/3/2020,9657,25007459262,9657
6/4/2020,9801,25921805071,9801
6/5/2020,9666,23509628646,9666
6/6/2020,9654,20438419222,9654
6/7/2020,9759,25015250845,9759
6/8/2020,9771,21486346311,9771
6/9/2020,9796,23717842782,9796
6/10/2020,9870,25706567600,9870
6/11/2020,9322,30247143440,9322
6/12/2020,9481,22610564515,9481
6/13/2020,9475,17564322315,9475
6/14/2020,9387,18991732745,9387
6/15/2020,9451,26699704768,9451
6/16/2020,9538,21565537208,9538
6/17/2020,9480,20177709879,9480
6/18/2020,9412,17770083002,9412
6/19/2020,9288,19632223107,9288
6/20/2020,9332,17130541557,9332
6/21/2020,9304,15324301168,9304
6/22/2020,9649,21104009513,9649
6/23/2020,9630,17006433272,9630
6/24/2020,9314,18961716075,9314
6/25/2020,9265,18616048626,9265
6/26/2020,9163,18341465836,9163
6/27/2020,9045,17273093144,9045
6/28/2020,9144,14560870760,9144
6/29/2020,9191,16460547078,9191
6/30/2020,9138,15735797743,9138
7/1/2020,9228,15971550355,9228
7/2/2020,9123,16338916796,9123
7/3/2020,9087,13078970998,9087
7/4/2020,9132,12290528515,9132
7/5/2020,9074,12903406143,9074
7/6/2020,9375,17889263251,9375
7/7/2020,9252,13839652594,9252
7/8/2020,9428,19702359882,9428
7/9/2020,9278,18000702524,9278
7/10/2020,9279,16860035604,9279
7/11/2020,9240,13249910444,9240
7/12/2020,9277,14452361906,9277
7/13/2020,9244,17519821266,9244
7/14/2020,9243,18085038362,9243
7/15/2020,9193,15844731575,9193
7/16/2020,9132,15713967522,9132
7/17/2020,9151,13944570749,9151
7/18/2020,9159,12252601474,9159
7/19/2020,9186,12939002784,9186
7/20/2020,9164,13755604145,9164
7/21/2020,9375,18069581955,9375
7/22/2020,9525,16532254884,9525
7/23/2020,9581,18146399002,9581
7/24/2020,9537,16552768325,9537
7/25/2020,9677,16610070933,9677
7/26/2020,9905,20507998997,9905
7/27/2020,10991,35359749590,10991
7/28/2020,10913,28766551142,10913
7/29/2020,11100,24617249715,11100
7/30/2020,11111,22857247901,11111
7/31/2020,11323,23160469766,11323
8/1/2020,11760,26075670303,11760
8/2/2020,11054,27410067336,11054
8/3/2020,11246,20271713443,11246
8/4/2020,null,null,null
8/5/2020,11747,24411254471,11747
8/6/2020,11780,23400740340,11780
8/7/2020,11601,23132312867,11601
8/8/2020,11754,17572057837,11754
8/9/2020,11676,17489608833,11676
8/10/2020,11878,26114112569,11878
8/11/2020,11411,27039782640,11411
8/12/2020,11585,25064548486,11585
8/13/2020,11784,27522199497,11784
8/14/2020,11769,24237958589,11769
